chain_symbol,expiration_date,strike_price,option_type,side,order_created_at,direction,order_quantity,order_type,opening_strategy,closing_strategy,price,processed_quantity
QQQ,2020-12-18,300.0000,put,buy,2020-12-14T20:20:20.424437Z,debit,1.00000,limit,long_put,,1.58000000,1.00000
QQQ,2020-12-18,295.0000,put,sell,2020-12-14T20:20:08.944928Z,credit,1.00000,limit,,long_put,0.83000000,1.00000
CHWY,2021-01-15,75.0000,call,sell,2020-12-14T20:19:55.445199Z,credit,1.00000,limit,,long_call,10.10000000,1.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-14T19:41:50.303536Z,debit,2.00000,limit,long_put,,1.79000000,2.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-14T17:00:18.604574Z,debit,2.00000,limit,long_put,,1.25000000,2.00000
SQ,2021-01-15,180.0000,call,sell,2020-12-11T17:36:46.620852Z,credit,1.00000,limit,,long_call,36.80000000,1.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-11T17:21:12.446772Z,debit,1.00000,limit,long_put,,3.47000000,1.00000
SPY,2020-12-18,360.0000,put,buy,2020-12-11T17:18:33.156076Z,debit,1.00000,limit,long_put,,3.27000000,1.00000
VXX,2020-12-18,20.0000,call,buy,2020-12-11T17:18:10.158587Z,debit,2.00000,limit,long_call,,0.61000000,2.00000
VXX,2020-12-18,20.0000,call,buy,2020-12-11T16:42:10.847040Z,debit,3.00000,limit,long_call,,0.54000000,3.00000
SPY,2020-12-18,365.0000,put,buy,2020-12-10T20:42:07.210787Z,debit,1.00000,limit,long_put,,3.39000000,1.00000
QQQ,2020-12-18,295.0000,put,buy,2020-12-10T17:00:55.017758Z,debit,1.00000,limit,long_put,,2.26000000,1.00000
SQ,2020-12-11,210.0000,call,sell,2020-12-10T15:04:16.387899Z,credit,1.00000,limit,,long_call,3.45000000,1.00000
TDOC,2020-12-18,200.0000,call,sell,2020-12-10T14:49:02.248179Z,credit,1.00000,limit,,long_call,4.60000000,1.00000
TDOC,2020-12-18,200.0000,call,buy,2020-12-09T19:31:58.291453Z,debit,1.00000,limit,long_call,,3.30000000,1.00000
CHWY,2021-04-16,100.0000,call,buy,2020-12-09T19:13:31.880061Z,debit,1.00000,limit,long_call,,4.60000000,1.00000
SQ,2020-12-11,210.0000,call,buy,2020-12-09T19:08:18.714458Z,debit,1.00000,limit,long_call,,3.15000000,1.00000
CHWY,2021-01-15,75.0000,call,sell,2020-12-08T20:55:27.137957Z,credit,2.00000,limit,,long_call,9.00000000,2.00000
CHWY,2021-04-16,100.0000,call,buy,2020-12-02T20:56:45.384676Z,debit,1.00000,limit,long_call,,3.10000000,1.00000
CHWY,2021-01-15,75.0000,call,buy,2020-12-02T20:14:32.400670Z,debit,1.00000,limit,long_call,,5.05000000,1.00000
SPY,2020-12-02,360.0000,put,buy,2020-11-30T15:32:51.068236Z,debit,1.00000,limit,long_put,,1.77000000,1.00000
NEE,2020-12-18,80.0000,call,buy,2020-11-27T15:16:43.674519Z,debit,2.00000,limit,long_call,,0.40000000,2.00000
BA,2020-11-27,200.0000,put,buy,2020-11-23T19:32:46.074244Z,debit,1.00000,limit,long_put,,0.76000000,1.00000
SPY,2020-11-30,355.0000,put,buy,2020-11-23T15:32:48.043528Z,debit,2.00000,limit,long_put,,2.75000000,2.00000
CHWY,2021-01-15,75.0000,call,sell,2020-11-20T18:08:40.870649Z,credit,3.00000,limit,,long_call,4.65000000,3.00000
SPY,2020-11-27,355.0000,put,buy,2020-11-20T16:52:45.809357Z,debit,2.00000,limit,long_put,,2.42000000,2.00000
QQQ,2020-11-27,285.0000,put,sell,2020-11-20T16:52:01.678647Z,credit,6.00000,limit,,long_put,0.91000000,6.00000
SPY,2020-11-20,358.0000,put,sell,2020-11-19T16:11:09.499197Z,credit,2.00000,limit,,long_put,3.09000000,2.00000
TDOC,2021-01-15,200.0000,call,buy,2020-11-18T19:37:46.556742Z,debit,1.00000,limit,long_call,,9.20000000,1.00000
QQQ,2020-11-27,285.0000,put,buy,2020-11-18T19:30:59.927020Z,debit,1.00000,limit,long_put,,1.61000000,1.00000
QQQ,2020-11-27,285.0000,put,buy,2020-11-18T19:17:35.303757Z,debit,1.00000,limit,long_put,,1.63000000,1.00000
SQ,2020-11-20,180.0000,put,buy,2020-11-18T15:08:35.238834Z,debit,1.00000,limit,long_put,,1.45000000,1.00000
SQ,2020-11-20,190.0000,call,sell,2020-11-18T14:55:59.433785Z,credit,4.00000,limit,,long_call,1.04000000,4.00000
SQ,2020-11-20,190.0000,call,buy,2020-11-18T14:42:22.093562Z,debit,2.00000,limit,long_call,,1.69000000,2.00000
SQ,2020-11-20,190.0000,call,buy,2020-11-18T14:39:14.049900Z,debit,2.00000,limit,long_call,,2.05000000,2.00000
QQQ,2020-11-27,285.0000,put,buy,2020-11-17T20:20:58.416904Z,debit,2.00000,limit,long_put,,1.80000000,2.00000
QQQ,2020-11-27,285.0000,put,buy,2020-11-17T16:52:39.422380Z,debit,2.00000,limit,long_put,,2.02000000,2.00000
SQ,2020-11-20,180.0000,call,sell,2020-11-17T14:49:57.091412Z,credit,2.00000,limit,,long_call,5.30000000,2.00000
SQ,2020-11-20,180.0000,call,sell,2020-11-16T20:51:32.810411Z,credit,1.00000,limit,,long_call,3.10000000,1.00000
SPY,2020-11-20,358.0000,put,buy,2020-11-16T20:30:49.309822Z,debit,2.00000,limit,long_put,,1.93000000,2.00000
SQ,2020-11-20,180.0000,call,sell,2020-11-16T20:08:00.718947Z,credit,3.00000,limit,,long_call,2.74000000,3.00000
SQ,2020-11-20,180.0000,call,sell,2020-11-16T18:58:03.929442Z,credit,6.00000,limit,,long_call,3.30000000,6.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T17:50:21.808946Z,debit,1.00000,limit,long_call,,2.93000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T17:38:41.789897Z,debit,1.00000,limit,long_call,,2.54000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T17:26:14.105006Z,debit,1.00000,limit,long_call,,2.33000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T17:21:41.838426Z,debit,2.00000,limit,long_call,,2.14000000,2.00000
AAPL,2021-01-15,130.0000,call,sell,2020-11-16T17:20:30.432550Z,credit,1.00000,limit,,long_call,2.60000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T16:57:36.701690Z,debit,1.00000,limit,long_call,,2.84000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T16:55:08.107645Z,debit,1.00000,limit,long_call,,2.78000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T15:17:28.999410Z,debit,1.00000,limit,long_call,,2.69000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T14:56:44.941838Z,debit,1.00000,limit,long_call,,2.91000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T14:53:56.294880Z,debit,1.00000,limit,long_call,,2.95000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T14:40:39.333615Z,debit,1.00000,limit,long_call,,3.20000000,1.00000
SQ,2020-11-20,180.0000,call,buy,2020-11-16T14:39:01.243982Z,debit,1.00000,limit,long_call,,2.63000000,1.00000
SPY,2021-01-15,380.0000,call,sell,2020-11-16T14:31:44.777370Z,credit,1.00000,limit,,long_call,3.00000000,1.00000
TDOC,2021-01-15,200.0000,call,buy,2020-11-13T16:01:50.466669Z,debit,1.00000,limit,long_call,,9.60000000,1.00000
QQQ,2020-11-13,285.0000,put,sell,2020-11-12T19:56:25.105778Z,credit,2.00000,limit,,long_put,1.06000000,2.00000
SQ,2020-12-18,180.0000,call,sell,2020-11-12T19:47:42.280362Z,credit,1.00000,limit,,long_call,10.60000000,1.00000
BABA,2020-11-20,280.0000,call,sell,2020-11-12T18:25:37.952391Z,credit,1.00000,limit,,long_call,2.13000000,1.00000
SPY,2020-11-13,350.0000,put,buy,2020-11-12T18:13:02.809930Z,debit,1.00000,limit,long_put,,1.21000000,1.00000
QQQ,2020-11-13,285.0000,put,buy,2020-11-12T16:49:25.110074Z,debit,2.00000,limit,long_put,,0.69000000,2.00000
QQQ,2020-11-13,285.0000,put,buy,2020-11-12T16:08:29.419375Z,debit,2.00000,limit,long_put,,0.47000000,2.00000
V,2021-01-15,210.0000,call,sell,2020-11-12T16:00:59.783094Z,credit,1.00000,limit,,long_call,8.85000000,1.00000
CHWY,2021-01-15,75.0000,call,buy,2020-11-12T15:19:59.028268Z,debit,1.00000,limit,long_call,,2.97000000,1.00000
QQQ,2020-11-13,285.0000,put,buy,2020-11-11T18:58:21.474653Z,debit,1.00000,limit,long_put,,1.14000000,1.00000
QQQ,2020-11-13,285.0000,put,buy,2020-11-11T18:52:44.529641Z,debit,1.00000,limit,long_put,,1.07000000,1.00000
QQQ,2020-11-13,285.0000,put,buy,2020-11-11T17:42:29.719324Z,debit,1.00000,limit,long_put,,1.14000000,1.00000
BABA,2020-11-20,280.0000,call,buy,2020-11-10T18:30:28.566853Z,debit,1.00000,limit,long_call,,5.75000000,1.00000
CHWY,2021-01-15,75.0000,call,buy,2020-11-10T17:54:42.301556Z,debit,1.00000,limit,long_call,,1.97000000,1.00000
CHWY,2021-01-15,75.0000,call,buy,2020-11-10T17:14:16.993439Z,debit,5.00000,limit,long_call,,2.07000000,5.00000
CHWY,2021-01-15,85.0000,call,sell,2020-11-10T17:13:49.245534Z,credit,5.00000,limit,,long_call,0.92000000,5.00000
CHWY,2021-01-15,90.0000,call,sell,2020-11-10T17:13:26.706031Z,credit,7.00000,limit,,long_call,0.67000000,7.00000
QQQ,2020-11-20,278.0000,put,buy,2020-11-10T16:43:21.478644Z,debit,1.00000,limit,long_put,,3.05000000,1.00000
QQQ,2020-11-13,290.0000,put,sell,2020-11-10T16:42:42.928360Z,credit,1.00000,limit,,long_put,6.00000000,1.00000
SPY,2020-11-16,350.0000,put,buy,2020-11-10T16:18:20.993629Z,debit,1.00000,limit,long_put,,3.11000000,1.00000
SQ,2021-01-15,180.0000,call,buy,2020-11-10T15:33:24.969413Z,debit,1.00000,limit,long_call,,11.55000000,1.00000
SQ,2021-01-15,185.0000,call,sell,2020-11-10T15:32:42.555303Z,credit,1.00000,limit,,long_call,9.85000000,1.00000
V,2021-01-15,210.0000,call,sell,2020-11-10T15:31:43.956744Z,credit,1.00000,limit,,long_call,10.75000000,1.00000
SQ,2020-12-18,180.0000,call,buy,2020-11-10T15:26:56.826242Z,debit,1.00000,limit,long_call,,8.60000000,1.00000
SQ,2020-11-13,170.0000,put,sell,2020-11-10T14:51:13.768306Z,credit,1.00000,limit,,long_put,1.51000000,1.00000
CHWY,2021-01-15,85.0000,call,buy,2020-11-09T15:36:55.847196Z,debit,2.00000,limit,long_call,,1.65000000,2.00000
CHWY,2021-01-15,85.0000,call,buy,2020-11-09T15:18:59.663271Z,debit,3.00000,limit,long_call,,1.90000000,3.00000
CHWY,2020-12-18,80.0000,call,sell,2020-11-09T15:17:58.429934Z,credit,4.00000,limit,,long_call,1.64000000,4.00000
V,2021-01-15,210.0000,call,sell,2020-11-09T14:45:02.762005Z,credit,2.00000,limit,,long_call,13.15000000,2.00000
SPY,2020-11-13,345.0000,put,buy,2020-11-06T20:09:22.797229Z,debit,2.00000,limit,long_put,,2.82000000,2.00000
SQ,2021-01-15,185.0000,call,sell,2020-11-06T19:48:11.467587Z,credit,1.00000,limit,,long_call,25.15000000,1.00000
SQ,2020-11-13,170.0000,put,buy,2020-11-05T20:03:45.612654Z,debit,1.00000,limit,long_put,,6.25000000,1.00000
SQ,2020-11-13,160.0000,put,sell,2020-11-05T20:03:08.321910Z,credit,1.00000,limit,,long_put,2.85000000,1.00000
SQ,2020-11-13,160.0000,put,buy,2020-11-05T19:57:59.933168Z,debit,1.00000,limit,long_put,,2.93000000,1.00000
QQQ,2020-11-13,290.0000,put,buy,2020-11-05T15:44:01.027535Z,debit,1.00000,limit,long_put,,3.91000000,1.00000
MSFT,2021-01-15,225.0000,call,sell,2020-11-05T15:02:38.166158Z,credit,1.00000,limit,,long_call,10.60000000,1.00000
SPY,2020-11-06,340.0000,put,buy,2020-11-04T15:33:50.095163Z,debit,1.00000,limit,long_put,,2.07000000,1.00000
QQQ,2020-11-06,280.0000,put,buy,2020-11-04T15:32:28.110478Z,debit,1.00000,limit,long_put,,1.36000000,1.00000
CHWY,2020-11-20,70.0000,call,sell,2020-11-04T15:31:31.331067Z,credit,1.00000,limit,,long_call,2.48000000,1.00000
VXX,2020-11-06,27.0000,call,buy,2020-11-03T19:29:25.008426Z,debit,3.00000,limit,long_call,,1.09000000,3.00000
CHWY,2020-12-18,80.0000,call,buy,2020-11-02T20:21:08.819320Z,debit,1.00000,limit,long_call,,1.33000000,1.00000
CHWY,2021-01-15,90.0000,call,buy,2020-11-02T20:20:37.205147Z,debit,2.00000,limit,long_call,,1.13000000,2.00000
SPY,2020-11-04,328.0000,put,sell,2020-11-02T18:27:09.128727Z,credit,1.00000,limit,,long_put,5.69000000,1.00000
SPY,2020-11-04,328.0000,put,buy,2020-11-02T15:09:02.094416Z,debit,1.00000,limit,long_put,,4.50000000,1.00000
CHWY,2020-11-20,70.0000,call,buy,2020-10-30T15:09:40.586273Z,debit,1.00000,limit,long_call,,1.91000000,1.00000
CHWY,2021-01-15,90.0000,call,buy,2020-10-30T15:08:48.529689Z,debit,1.00000,limit,long_call,,1.61000000,1.00000
CHWY,2021-01-15,90.0000,call,buy,2020-10-30T15:08:29.314917Z,debit,2.00000,limit,long_call,,1.58000000,2.00000
DKNG,2021-01-15,50.0000,call,sell,2020-10-30T15:07:55.634663Z,credit,2.00000,limit,,long_call,2.00000000,2.00000
CHWY,2020-12-18,80.0000,call,buy,2020-10-30T15:01:48.246785Z,debit,1.00000,limit,long_call,,1.83000000,1.00000
QQQ,2020-11-20,260.0000,put,buy,2020-10-30T14:30:58.177917Z,debit,1.00000,limit,long_put,,6.89000000,1.00000
SQ,2021-01-15,185.0000,call,buy,2020-10-30T14:30:13.135814Z,debit,1.00000,limit,long_call,,7.60000000,1.00000
SQ,2021-01-15,185.0000,call,buy,2020-10-30T14:03:02.216475Z,debit,1.00000,limit,long_call,,9.10000000,1.00000
SQ,2020-11-27,200.0000,call,sell,2020-10-30T14:01:34.658547Z,credit,2.00000,limit,,long_call,2.01000000,2.00000
CHWY,2020-12-18,80.0000,call,buy,2020-10-30T13:58:32.956717Z,debit,2.00000,limit,long_call,,2.47000000,2.00000
CHWY,2021-01-15,90.0000,call,buy,2020-10-30T13:55:26.174353Z,debit,2.00000,limit,long_call,,2.00000000,2.00000
SQ,2020-11-27,200.0000,call,buy,2020-10-29T19:06:04.538987Z,debit,2.00000,limit,long_call,,3.20000000,2.00000
CHWY,2020-11-20,70.0000,call,sell,2020-10-29T16:35:09.112442Z,credit,2.00000,limit,,long_call,4.10000000,2.00000
FSLY,2020-11-20,85.0000,call,sell,2020-10-29T16:00:26.592328Z,credit,1.00000,limit,,long_call,1.45000000,1.00000
BA,2020-12-18,180.0000,call,sell,2020-10-29T15:23:38.165145Z,credit,2.00000,limit,,long_call,3.40000000,2.00000
AAPL,2021-01-15,130.0000,call,buy,2020-10-28T15:51:13.595659Z,debit,1.00000,limit,long_call,,3.25000000,1.00000
AAPL,2020-12-18,130.0000,call,sell,2020-10-28T15:50:49.045819Z,credit,1.00000,limit,,long_call,2.07000000,1.00000
V,2021-01-15,210.0000,call,buy,2020-10-28T15:49:04.417189Z,debit,1.00000,limit,long_call,,2.32000000,1.00000
FSLY,2020-11-20,85.0000,call,buy,2020-10-28T15:11:12.800464Z,debit,1.00000,limit,long_call,,3.50000000,1.00000
V,2021-01-15,210.0000,call,buy,2020-10-28T14:45:33.537878Z,debit,1.00000,limit,long_call,,2.25000000,1.00000
SPY,2020-10-28,335.0000,put,sell,2020-10-28T14:10:31.880602Z,credit,1.00000,limit,,long_put,4.66000000,1.00000
CHWY,2020-11-20,70.0000,call,sell,2020-10-28T14:09:47.187228Z,credit,4.00000,limit,,long_call,5.85000000,4.00000
SPY,2020-10-28,335.0000,put,sell,2020-10-28T14:09:14.945883Z,credit,1.00000,limit,,long_put,4.43000000,1.00000
BA,2020-12-18,180.0000,call,buy,2020-10-27T16:45:26.268968Z,debit,1.00000,limit,long_call,,5.40000000,1.00000
AAPL,2020-12-18,130.0000,call,buy,2020-10-27T15:30:05.108071Z,debit,1.00000,limit,long_call,,2.66000000,1.00000
AAPL,2020-11-20,125.0000,call,sell,2020-10-27T15:29:47.087679Z,credit,1.00000,limit,,long_call,2.30000000,1.00000
AMD,2020-11-20,90.0000,call,sell,2020-10-27T15:28:28.344563Z,credit,4.00000,limit,,long_call,1.54000000,4.00000
V,2021-01-15,210.0000,call,buy,2020-10-27T15:10:05.170821Z,debit,1.00000,limit,long_call,,3.45000000,1.00000
V,2020-12-18,200.0000,call,sell,2020-10-27T15:05:43.100834Z,credit,1.00000,limit,,long_call,4.70000000,1.00000
V,2021-01-15,210.0000,call,buy,2020-10-27T15:05:27.318326Z,debit,1.00000,limit,long_call,,3.45000000,1.00000
V,2020-12-18,200.0000,call,buy,2020-10-26T19:47:44.181208Z,debit,1.00000,limit,long_call,,5.55000000,1.00000
V,2020-11-20,200.0000,call,sell,2020-10-26T19:47:20.046153Z,credit,1.00000,limit,,long_call,3.50000000,1.00000
CHWY,2020-11-20,70.0000,call,buy,2020-10-26T17:31:43.099537Z,debit,3.00000,limit,long_call,,1.54000000,3.00000
SPY,2020-10-28,335.0000,put,buy,2020-10-26T15:03:45.908263Z,debit,2.00000,limit,long_put,,1.50000000,2.00000
AMD,2020-11-20,90.0000,call,buy,2020-10-23T19:35:32.532156Z,debit,1.00000,limit,long_call,,2.74000000,1.00000
CHWY,2020-11-20,70.0000,call,buy,2020-10-23T19:24:44.987728Z,debit,3.00000,limit,long_call,,1.84000000,3.00000
SPY,2021-01-15,380.0000,call,buy,2020-10-23T19:22:47.968291Z,debit,1.00000,limit,long_call,,1.92000000,1.00000
DKNG,2021-01-15,50.0000,call,buy,2020-10-23T18:06:55.113509Z,debit,2.00000,limit,long_call,,5.30000000,2.00000
DKNG,2021-01-15,55.0000,call,sell,2020-10-23T18:00:44.917014Z,credit,2.00000,limit,,long_call,4.00000000,2.00000
AMD,2020-11-20,90.0000,call,buy,2020-10-20T19:18:30.127727Z,debit,1.00000,limit,long_call,,3.05000000,1.00000
V,2020-11-20,205.0000,call,sell,2020-10-20T19:07:14.351849Z,credit,2.00000,limit,,long_call,4.05000000,2.00000
V,2020-11-20,200.0000,call,buy,2020-10-20T19:06:58.874354Z,debit,1.00000,limit,long_call,,6.20000000,1.00000
V,2020-11-20,205.0000,call,buy,2020-10-15T15:43:31.564545Z,debit,1.00000,limit,long_call,,5.10000000,1.00000
QQQ,2020-10-23,286.0000,put,sell,2020-10-15T14:18:17.763088Z,credit,1.00000,limit,,long_put,4.02000000,1.00000
SPY,2020-10-14,347.0000,put,sell,2020-10-14T18:51:07.313100Z,credit,1.00000,limit,,long_put,0.35000000,1.00000
DKNG,2021-01-15,55.0000,call,buy,2020-10-14T15:28:07.318647Z,debit,1.00000,limit,long_call,,7.00000000,1.00000
CHWY,2020-10-16,62.0000,call,sell,2020-10-14T15:21:00.677755Z,credit,1.00000,limit,,long_call,3.80000000,1.00000
SPY,2020-10-14,347.0000,put,buy,2020-10-13T18:52:20.103636Z,debit,1.00000,limit,long_put,,0.79000000,1.00000
AAPL,2020-10-23,125.0000,call,buy,2020-10-13T18:25:23.681042Z,debit,1.00000,limit,long_call,,2.22000000,1.00000
AAPL,2020-11-20,125.0000,call,buy,2020-10-13T18:23:44.739763Z,debit,1.00000,limit,long_call,,5.50000000,1.00000
QQQ,2020-10-30,300.0000,call,buy,2020-10-13T18:08:55.864273Z,debit,1.00000,limit,long_call,,4.92000000,1.00000
QQQ,2020-10-23,286.0000,put,sell,2020-10-13T18:08:10.666034Z,credit,1.00000,limit,,long_put,3.02000000,1.00000
SPY,2020-10-14,347.0000,put,sell,2020-10-13T18:07:52.453889Z,credit,2.00000,limit,,long_put,0.71000000,2.00000
SPY,2020-10-14,347.0000,put,buy,2020-10-13T17:35:17.054552Z,debit,2.00000,limit,long_put,,0.44000000,2.00000
BA,2020-12-18,180.0000,call,buy,2020-10-13T14:23:03.178288Z,debit,1.00000,limit,long_call,,9.75000000,1.00000
BA,2020-11-20,175.0000,call,sell,2020-10-13T14:22:41.576054Z,credit,1.00000,limit,,long_call,7.95000000,1.00000
QQQ,2020-10-23,286.0000,put,buy,2020-10-12T19:51:15.976231Z,debit,1.00000,limit,long_put,,3.06000000,1.00000
QQQ,2020-10-23,286.0000,put,buy,2020-10-12T15:52:45.136543Z,debit,1.00000,limit,long_put,,2.73000000,1.00000
CHWY,2020-10-16,62.0000,call,sell,2020-10-12T15:21:38.363287Z,credit,1.00000,limit,,long_call,2.74000000,1.00000
CHWY,2020-10-16,62.0000,call,sell,2020-10-12T13:30:45.722102Z,credit,2.00000,limit,,long_call,1.78000000,2.00000
TSLA,2020-11-20,570.0000,call,sell,2020-10-09T17:08:32.473091Z,credit,1.00000,limit,,long_call,10.45000000,1.00000
DKNG,2021-01-15,55.0000,call,buy,2020-10-09T17:08:04.444317Z,debit,1.00000,limit,long_call,,7.00000000,1.00000
AMD,2020-11-20,90.0000,call,buy,2020-10-09T16:39:51.856389Z,debit,1.00000,limit,long_call,,4.05000000,1.00000
CHWY,2020-10-16,62.0000,call,buy,2020-10-09T16:09:56.190303Z,debit,2.00000,limit,long_call,,1.10000000,2.00000
CHWY,2020-10-16,62.0000,call,buy,2020-10-09T15:53:10.452841Z,debit,2.00000,limit,long_call,,0.97000000,2.00000
AMD,2020-11-20,90.0000,call,buy,2020-10-09T14:45:08.334992Z,debit,1.00000,limit,long_call,,4.65000000,1.00000
TSLA,2020-11-20,570.0000,call,buy,2020-10-08T16:52:01.615812Z,debit,1.00000,limit,long_call,,13.15000000,1.00000
QQQ,2020-10-09,275.0000,put,buy,2020-10-07T15:23:14.397227Z,debit,1.00000,limit,long_put,,1.21000000,1.00000
QQQ,2020-10-09,275.0000,put,buy,2020-10-07T14:01:14.624485Z,debit,2.00000,limit,long_put,,1.41000000,2.00000
TSLA,2020-11-20,570.0000,call,sell,2020-10-06T19:09:09.519655Z,credit,1.00000,limit,,long_call,10.60000000,1.00000
V,2020-11-20,205.0000,call,sell,2020-10-06T19:06:43.815566Z,credit,1.00000,limit,,long_call,6.90000000,1.00000
QQQ,2020-10-09,275.0000,put,sell,2020-10-06T18:58:55.630922Z,credit,2.00000,limit,,long_put,2.10000000,2.00000
BA,2020-11-20,175.0000,call,sell,2020-10-06T18:55:18.591178Z,credit,1.00000,limit,,long_call,9.15000000,1.00000
ADBE,2020-10-16,500.0000,call,sell,2020-10-06T18:53:22.092863Z,credit,1.00000,limit,,long_call,5.45000000,1.00000
QQQ,2020-10-09,275.0000,put,buy,2020-10-06T16:49:14.832831Z,debit,2.00000,limit,long_put,,1.41000000,2.00000
QQQ,2020-10-09,275.0000,put,buy,2020-10-06T16:25:12.143947Z,debit,2.00000,limit,long_put,,1.52000000,2.00000
BRKB,2020-10-16,220.0000,call,sell,2020-10-06T15:33:54.855314Z,credit,1.00000,limit,,long_call,0.45000000,1.00000
BRKB,2020-10-16,220.0000,call,sell,2020-10-06T15:33:49.037401Z,credit,1.00000,limit,,long_call,0.45000000,1.00000
AYX,2020-11-20,125.0000,call,sell,2020-10-06T14:02:13.852160Z,credit,1.00000,limit,,long_call,24.80000000,1.00000
SPY,2020-10-09,330.0000,put,buy,2020-10-05T15:35:58.853563Z,debit,3.00000,limit,long_put,,1.12000000,3.00000
BRKB,2020-10-16,220.0000,call,buy,2020-10-02T16:45:04.260995Z,debit,2.00000,limit,long_call,,1.24000000,2.00000
ADBE,2020-10-16,500.0000,call,buy,2020-10-02T16:33:09.160096Z,debit,1.00000,limit,long_call,,7.70000000,1.00000
ROKU,2020-10-16,190.0000,call,sell,2020-10-01T14:02:02.024867Z,credit,1.00000,limit,,long_call,12.60000000,1.00000
AAPL,2020-10-16,115.0000,call,sell,2020-09-30T13:57:29.580534Z,credit,1.00000,limit,,long_call,4.55000000,1.00000
SPY,2020-10-07,328.0000,put,buy,2020-09-29T18:26:56.038597Z,debit,1.00000,limit,long_put,,2.71000000,1.00000
SPY,2020-10-02,320.0000,put,buy,2020-09-24T19:46:19.342772Z,debit,1.00000,limit,long_put,,3.52000000,1.00000
ROKU,2020-10-16,190.0000,call,buy,2020-09-24T18:35:50.955143Z,debit,1.00000,limit,long_call,,7.70000000,1.00000
V,2020-11-20,205.0000,call,buy,2020-09-24T16:08:47.310853Z,debit,1.00000,limit,long_call,,6.35000000,1.00000
TSLA,2020-11-20,570.0000,call,buy,2020-09-23T14:48:35.221898Z,debit,1.00000,limit,long_call,,20.35000000,1.00000
BA,2020-11-20,175.0000,call,buy,2020-09-22T18:45:07.766531Z,debit,1.00000,limit,long_call,,8.55000000,1.00000
SHOP,2020-10-16,1000.0000,call,sell,2020-09-22T18:41:58.816959Z,credit,1.00000,limit,,long_call,34.50000000,1.00000
VXX,2020-09-25,30.0000,call,sell,2020-09-21T18:54:14.345762Z,credit,2.00000,limit,,long_call,0.33000000,2.00000
SQ,2020-10-16,150.0000,call,sell,2020-09-21T17:47:00.677927Z,credit,1.00000,limit,,long_call,9.80000000,1.00000
AYX,2020-11-20,125.0000,call,buy,2020-09-21T16:34:37.188002Z,debit,1.00000,limit,long_call,,7.05000000,1.00000
MSFT,2021-01-15,225.0000,call,buy,2020-09-21T15:55:45.651374Z,debit,1.00000,limit,long_call,,6.95000000,1.00000
V,2020-11-20,205.0000,call,buy,2020-09-21T14:58:16.753502Z,debit,1.00000,limit,long_call,,6.30000000,1.00000
BA,2020-11-20,175.0000,call,buy,2020-09-21T13:47:49.448577Z,debit,1.00000,limit,long_call,,9.20000000,1.00000
BA,2020-11-20,200.0000,call,sell,2020-09-21T13:47:23.059248Z,credit,2.00000,limit,,long_call,4.35000000,2.00000
ROKU,2020-10-16,175.0000,call,sell,2020-09-21T13:40:16.675174Z,credit,1.00000,limit,,long_call,11.25000000,1.00000
ROKU,2020-10-16,175.0000,call,sell,2020-09-21T13:39:55.823981Z,credit,1.00000,limit,,long_call,11.05000000,1.00000
BA,2020-11-20,200.0000,call,buy,2020-09-18T19:59:50.851596Z,debit,1.00000,limit,long_call,,5.20000000,1.00000
ROKU,2020-10-16,175.0000,call,buy,2020-09-18T16:09:09.379144Z,debit,1.00000,limit,long_call,,6.25000000,1.00000
TSLA,2020-10-16,550.0000,call,sell,2020-09-18T13:32:28.502013Z,credit,1.00000,limit,,long_call,29.90000000,1.00000
SHOP,2020-10-16,1000.0000,call,buy,2020-09-17T18:16:31.416051Z,debit,1.00000,limit,long_call,,17.80000000,1.00000
TSLA,2020-10-16,550.0000,call,buy,2020-09-17T16:38:30.944329Z,debit,1.00000,limit,long_call,,25.25000000,1.00000
SQ,2020-10-16,150.0000,call,buy,2020-09-17T15:09:32.117407Z,debit,1.00000,limit,long_call,,7.55000000,1.00000
ROKU,2020-10-16,175.0000,call,buy,2020-09-17T15:05:59.134529Z,debit,1.00000,limit,long_call,,8.50000000,1.00000
AAPL,2020-10-16,115.0000,call,buy,2020-09-17T14:08:33.483827Z,debit,1.00000,limit,long_call,,4.25000000,1.00000
SPY,2020-09-18,335.0000,put,sell,2020-09-17T14:06:45.580458Z,credit,1.00000,limit,,long_put,2.76000000,1.00000
VXX,2020-09-18,27.0000,call,sell,2020-09-17T14:04:01.120779Z,credit,4.00000,limit,,long_call,0.20000000,4.00000
SPY,2020-09-18,335.0000,put,sell,2020-09-17T14:02:33.595869Z,credit,1.00000,limit,,long_put,3.32000000,1.00000
